キヤノンのサービスセンター新宿でCMOS清掃を頼んで11:05に完了する…ってんで、隣のビルのスタバで待機,,,,,,
やっぱミスチルはクラスメイトが1番かな♪文句のつけどころが無い,,,,,,
ｷﾞﾘまｰくん!のパーツごとのお値段は…【顔:200万円、体:10500円、、頭脳:49800円、、声:800円、心:399800円です。】 [URL],,,,,,
at三笠公園、数十年ぶりに軍艦『三笠』に入った。。改めて、戦争の歴史に触れた。,,,,,,
生まれて初めて号外をもらった。 (@ JR 新宿駅 南口) [URL],,,,,,
[USER] [USER] 練習します。まぁまぐれでもクリケ締まったのは気持ちよかった,,,,,,
サムクックを頂いた上質な阿倍野の夜 【大阪府大阪市 阿倍野区松崎町二丁目】,,,,,,
[USER] ともちゃんに美容院の割引券あげたはずなんだけど連絡がつかないよ！いくらでパーマかけたいの？,,,,,,
今日は、クールダウンでエルフィンロードをゆっくり約40K 【Run&Walk】2011/07/19 09:33, 39.78Km, Time 157:12, 453kcal, [web][URL] #RunWalk,,
beniコテやったら爆発した！wそして何故かソノコみたいになった！w烏山ぴあぴあいってくゆ！ [URL],,,,,,
今夜も良い月。 蠍もくっきり。 とても空が澄んでいる気がする。 三連休中日だから？,,,,,,
あした、のんびり起きて 天気よかったら、久しぶりに、夕やけだんだんにでも行きたいなぁ。,,,,,,
[USER] えっ、関内にあるんだ。どーたった？話を聞く限り絶対完食出来なそうなんだが…。,,,,,,
今日のおやつは、地元で味わう黒おでん。( ´ ▽ ` )ﾉ初めての味、牛スジがうまい。おかかも です。 [URL],,,,,,
銀座泡盛で飲んでます！ 待ち人まだ来ず1時間 ナーベラー美味しい！,,,,,,
[USER] かずやだろ(￣▽￣)何となくはわかってたわ（笑）,,,,,,
[USER] ありがとうございます！今、三ノ宮を過ぎたとこです〜。,,,,,,
世界陸上、男子4継米チーム3走ジャマイカが前に見えて気持ちが焦ってしまったかあんな転倒見た事ない。,,,,,,
これから私の1ヶ月健診！舜也さまを母に預けて、久々の一人でお出かけ♪,,,,,,
ケイトダブルトリプル。ダブルなのにトリプルとこれいかに？。上品な味ですが度数は9.2%だそうな。 [URL],,,,,,
お布団干したし、伊豆のみかんと、なつ特製旬の野菜soup食べて、TSUTAYAに牛嶋くん返して今から海(*^^*)筋肉痛やばーい♡,,,,,,
愛猫さくらが来て2周年のケーキを買いに #tky_kitaku (@ ランギャール (Ringard) 王子 権現坂) [URL],,,,,,
中洲通り。武岡トンネル方面めちゃめちゃ渋滞。荒田交差点から中洲陸橋まで一時間かかってます。,,,,,,
[USER] 良かったやろ？ケイトベッキンセール。MAXの好みはだいたいわかるわ（笑）,,,,,,
書いてて思ったｗｗRT [USER] [USER] 援交って、14,000は安くないかΣ（ﾟдﾟlll）,,,,,
15:00に京都に着いて、金閣→錦市場→先斗町→祇園→東山の拠点にいま落ち着いたところ。何度来ても東山が一番しっくりくる。一日中ここにいてもいい。  @ 哲学の道 [URL],,,,,,
[USER] はーい！広島に行くときにいってみます！(^-^)/,,,,,,
小さい頃よくここで夏休みの自由研究の宿題やってたのを思い出す。  @ こどもの城 [URL],,,,,,
[USER] ドンマイ‼ そんな時は飲もう‼ むしろ072しよう♪( ´▽｀),,,,,,
[USER] だよね☆しかもオレが1人で飲むようになってます（笑）,,,,,,
おかえりー(;_;)!!!!!  本田拓　完全復活アピール！１６日ナビスコ杯出場も ― スポニチ Sponichi Annex サッカー [URL],,,,,,
高松に着いた　空港からバスで港へ移動して40分フェリーをまってる　今の所わかったことは、1:要潤は香川県出身　2:ひとり旅は普段からひとりのひとがやっても日常と変わらない　出張みたい　3:徳島ラーメンというものが存在する,,,,,,
[USER] けんたさんによっぱってるとき聞いたら良いようなこと言ってた♡,,,,,,
ムーミンオムライス♪  @ ムーミンベーカリー&カフェ (MOOMIN Bakery＆Café) [URL],,,,,,
仕事終わってやっと帰宅しました(^_-) ただいま。 あら、長男がたこ焼きと大判焼き土産に帰って来ました＼(^o^)／ 掃除の前にお茶しましょう。,,,,,,
やっと帰宅の途！仕事納まってないし(笑)明日は掃除しながら片付けてさっさと帰るぞー!!,,,,,,
ラスベガスバーガー食べたよ！でもダメだ。私的にあのトロッとしたソースが食感？トロリ具合が許せん。(>_<),,,,,,
絶対買います(^^) RT “[USER] 11月5日発売のゴルフトゥデイは…。密かにこんな読み物もあるのです！(この号はいつも以上にズシリと重たい、濃縮特大号なんですw)  [URL],,,,,,
なんだか、行列の出来るカレー屋さん検索して、並んどります！あと何分したら食べれるのだろう… [URL],,,,,,
[USER] 我是在东京体育场看比赛的。虽然我是个日本人，但也喜欢国安队！,,,,,,
やばいくらい延岡楽しい♪。明日には帰らないといけないのはなんかなんだわ,,,,,,
香盤通りに撮影終わった〜(^O^)／これからヨドバシ錦糸町に向かいま〜す！,,,,,,
若人がなんかしてる。 (@ 三ツ沢公園 陸上競技場) [URL],,,,,,
沖縄の友達も、内地の友達も彼女も皆お前は悪くない。自分でもそうしてる！と皆に本気で言われたので本当良かった。当初は自分が悪いと凹んだけれど、よくよく考えれば何が悪いんだ？とバカみたいに思えて来たよ！ 友に乾杯！でももう集まれないな皆とは…原宿好きなのにな！さぁ仕事だ！,,,,,,
[USER] あ〜だからキヨ痔なったんか！ちゃうか！笑 ほんで下関からまたチャリで帰ったん？お疲れ、若かりし日のキヨ笑,,,,,,
Ｓｈｉｍａｈａｉｒｍａｋｅ ULTRA SPEED DATA SUB  [URL] #agLife,,,,,,
一応宿泊先 (@ ルートイン SpaResort ホテルグランティア秋田) [URL],,,,,,
[USER] 今日はお世話になりました！！勤務後西表行ったんですか～！！素敵な旅を♪,,,,,,
3月行事献立〜桃の節句〜。★散らし寿司★鶏の照り焼き★花麩のすまし汁できたー [URL],,,,,,
今日と明日は、マチネ。 今日は、何人のお客様が涙を流すでしょう。 さてっ、出掛けるか‼,,,,,,
滝を見にきたら、山ん中からラジオ体操の曲が。ラジオ体操会場を発見。じいちゃんばあちゃん元気だ。 [URL],,,,,,
海浜公園プールで迷子の小学生を優しくあやす監視員姉さんに遭遇。 グッとくるわー。僕も迷子に立候補しちゃおうかな。,,,,,,
なう (@ ファミコンジェネレーション w/ [USER] [URL],,,,,,
ある時ウイスキー好きが集まる会があり出席、 好きな銘柄など知らない人同士ではなしていた時ある紳士が、 あなたはウイスキーのこと分かってない、ウイスキー好なんて事私は認めないって感じに絡んできたので、 私もあなたに対して同じ気持ちです奇遇ですね。って言ったら帰ってった。 (・・?),,,,,,
"僕の隣には一生と死の果てまでを共にするパートナー「嫁であり恋人であり親友」が爆睡中です！必ず出逢います！今世だか来世だか来来世かもしれないが""[USER] “[USER] [USER] 出逢って恋して付き合って、別れて、また出逢って",,,,,,
もう(--;)じじぃ最低↓↓荷物まとめてるけど誰が退院していいって言うたん?,,,,,,
うえむらや キャベ玉ラーメン いただきまーす [URL] #30min,,,,,,
雪が降ってるよーーー♪───Ｏ（≧∇≦）Ｏ────♪   寒過ぎだよーーー☆*:.｡. o(≧▽≦)o .｡.:*☆,,,,,,
スティーブきゅうさんの写真が切実に欲しいですね。この前アイコンにしてる人おったけど、どっからとってくんねんそんなんwww きゅうちゃんが可愛くて、冬。 [URL],,,,,,
神仏を重んじ 神仏に頼らず    宮本武蔵さん / 墓場にイマココ! [URL],,,,,,
胸を張って、しっかり顔を上げて、前向きな言葉を発する。ウンウン、さすればかならずや流れは好転するo(^▽^)o,,,,,,
お疲れさま。長かったでしょ今日一日。またゆっくり飲もうね。  [USER] [USER],,,,,,
立ち食いそば！う、うまい！  @ 品川駅 (Shinagawa Sta.) [URL],,,,,,
[USER] 味噌味です。水戸大洗インター入口近くのチェーン店にんたまでした。,,,,,,
願ってるだけじゃなく行動してるつもりなんだけど、なかなか難しいよね～。何か秘訣があるのかなー。“[USER] [USER] お互い、それぞれ、素敵なご縁があると良いですね♪＾＾”,,,,,,
今日の宿泊地、鹿児島ホテル京セラに早速ついた  @ ホテル京セラ [URL],,,,,,
あーっ充電器ない 絶対ピンチやんっ残24%きりました。 事故渋滞なう#長野道#高速,,,,,,
[USER] [USER] [USER] okでは新宿のいつものとこで。,,,,,,
わたしにだってプライドくらいある。もうズタズタですよ。まじ惨め(笑),,,,,,
[USER] おめでとうー(((o(*ﾟ▽ﾟ*)o))) 私今月中旬から中野に配属ww 宜しく♪,,,,,,
今日は、母の誕生日です。・・・ ハッピーばーすでー   いぇ～ ☆*:.｡. o(≧▽≦)o .｡.:*☆,,,,,,
[USER] 多分その時間起きてるよ。 起こさね〜けどな（笑）,,,,,,
気づいた。３日間う○こする余裕もない。ただの便秘か（笑） ( 美ら海水族館 [URL] ) #tspot,,,,,,
そして金玉も軽くなった。“[USER] マッサージをお願いした。左足だけやたら痛かった。痛気持ちいいとかではなくて。何だかんだで体は楽になった。”,,,,,,
うぉぉぉ！優勝☆(^^)すごい！めでたい！選手の皆さまおめでとうございます。♯japan,,,,,,
未熟のゴーヤさん | [トイフォト] [URL] #penpic,,,,,,
明日というか今日は、ママの命日です。24回忌。お墓ピカピカにしてくるのだ( ´ ▽ ` )ﾉ,,,,,,
お風呂のフタ買いに来たなう (@ ジョイフル本田千葉NT店ペットワールド) [URL],,,,,,
ホームボタン効かないし、マナーモードにしても音出るんだけど。まぢで修理だすかね。,,,,,,
[USER] いるかな、、笑 あと一年、ファイト(=´∀｀)人(´∀｀=),,,,,,
出ます。あんま練習できてねねー！やるからには全壊し。“[USER] 出ますか!! RT [USER] アクシデントで昼のウエイト行けず…試合前の時期に自分の立てた練習計画通りに動けないのはめちゃくちゃストレス。勘弁してほしい。”,,,,,,
任務完了し今帰宅。警備がかからなくてチョットあせった(ﾟoﾟ;;,,,,,,
観光地化したビーチはあかん 次があれば離島しかない [URL],,,,,,
[USER] 長崎いいなぁぁ（＾Ｏ＾☆♪ ハウステンボス行きたいっっ！！！,,,,,,
[USER] 伸ばす～(^^)dいまは一人だけどね(-_-;),,,,,,
[USER] [USER] 天一、閉店間際でした。店員やる気なし。萎えました。 [URL],,,,,,
現在地は大阪市北区芝田一丁目付近ですの。(精度65m,前回地点より401.9km移動) - [URL] #imakoko_jp #imakoko_osaka_jp,,,,,
行ったこともない町田にいくことになった笑っ  なにがあるんだ？,,,,,,
